"MSSubClass","LotFrontage","LotArea","OverallQual","OverallCond","YearBuilt","YearRemodAdd","MasVnrArea","BsmtFinSF1","BsmtUnfSF","TotalBsmtSF","1stFlrSF","2ndFlrSF","GrLivArea","BsmtFullBath","FullBath","HalfBath","BedroomAbvGr","TotRmsAbvGrd","Fireplaces","GarageYrBlt","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","MoSold","YrSold","MSZoningRL","MSZoningRM","LotShapeReg","LandContourLvl","LotConfigCulDSac","LotConfigInside","Condition1Feedr","Condition1Norm","BldgTypeTwnhsE","HouseStyle1Story","HouseStyle2Story","RoofStyleGable","RoofStyleHip","MasVnrTypeBrkFace","MasVnrTypeNone","MasVnrTypeStone","ExterQualGd","ExterQualTA","ExterCondGd","ExterCondTA","FoundationCBlock","FoundationPConc","BsmtQualGd","BsmtQualTA","BsmtCondTA","BsmtExposureGd","BsmtExposureMn","BsmtExposureNo","BsmtFinType1BLQ","BsmtFinType1GLQ","BsmtFinType1LwQ","BsmtFinType1Rec","BsmtFinType1Unf","BsmtFinType2Unf","HeatingQCGd","HeatingQCTA","CentralAirY","ElectricalSBrkr","KitchenQualGd","KitchenQualTA","FunctionalTyp","FireplaceQuGd","FireplaceQuTA","GarageTypeAttchd","GarageTypeBuiltIn","GarageTypeDetchd","GarageFinishRFn","GarageFinishUnf","GarageQualTA","PavedDriveY","FenceMnPrv","SaleTypeNew","SaleTypeWD","SaleConditionNormal","SaleConditionPartial","freq_Neighborhood","freq_Exterior1st","freq_Exterior2nd","SalePrice"
0.636818336793511,-0.24775093372891,-0.243305551492504,0.647022579028896,-0.529471068243738,1.05182067482339,0.896679295379751,1.52625757224056,0.645736876764651,-0.316313636844439,-0.566645642413363,-0.818098411767181,1.20514637010899,0.584579151681681,1.09990336476273,0.796491125180392,1.23238772066244,0.266217931053347,1.16208014949948,-0.939627955509701,1.02262995463658,0.331008997079651,0.421226640790788,-0.904277262305097,0.940964758535837,-1.55191763550789,0.157618523517916,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0.745336059286194,1.27819364428968,1.2954949217306,208500
-1.16863167514296,0.889451564784596,0.120009990114401,-0.0686496105070449,-0.529471068243738,0.147284275582224,-0.395536420884292,-0.686528035572754,1.28378631408912,0.0270033407582688,0.590328628900574,0.360541644497712,-0.858725774457533,-0.460700608656045,-0.821471812821001,0.796491125180392,-0.756191470389888,0.266217931053347,-0.251299832329262,0.656864478793452,-0.0953688609380228,0.331008997079651,-0.0185071230856949,1.33113365658636,-1.08896500342455,-0.446848296254142,-0.60285828664507,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,-2.63449691369686,-0.37982313479573,-0.34031278929488,181500
0.636818336793511,-0.0203104340262089,0.64128881068083,0.647022579028896,-0.529471068243738,0.984817978583307,0.848819454036639,1.44690798409666,0.129667478928687,0.255548366863837,-0.384265461713629,-0.632302934917543,1.20940719100404,0.761903396738974,1.09990336476273,0.796491125180392,1.23238772066244,0.266217931053347,-0.251299832329262,0.656864478793452,0.939815227556978,0.331008997079651,0.721045116161117,-0.904277262305097,0.760980102119134,1.02657748941752,0.157618523517916,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0.745336059286194,1.27819364428968,1.2954949217306,223500
0.893842579408379,-0.626818433233412,0.104213662218449,0.647022579028896,-0.529471068243738,-1.89629795974042,-0.682695468942969,-0.686528035572754,-0.503690418415451,0.373412263369427,-0.851614674756697,-0.513277707560743,1.16792990801694,0.600911647936958,1.09990336476273,-1.03562675850878,-0.756191470389888,0.266217931053347,0.455390158585107,0.656864478793452,0.815593136937578,1.68047165416834,0.890942252204304,-0.904277262305097,0.673587670430598,-1.55191763550789,-1.36333509680806,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,-0.603393590375761,-0.492084687546304,-1.39437198337116,140000
0.636818336793511,1.1927055643882,1.59222775001716,1.36269476856484,-0.529471068243738,0.951316630463264,0.753099771350413,1.76816878696558,0.526102607266314,0.32099928156298,0.256914861058873,0.0208842883819669,1.26911482469309,1.72318746204956,1.09990336476273,0.796491125180392,1.23238772066244,1.68426563314225,1.86877014041385,0.656864478793452,0.898407864017178,1.68047165416834,1.86035532256837,1.15947005131376,1.09615163349394,2.13164682867127,0.157618523517916,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,-1.12733545283615,1.27819364428968,1.2954949217306,250000
0.333670027907212,1.2685190642891,1.5464183991189,-0.784321800042986,-0.529471068243738,0.71680719362296,0.51380056463485,-0.686528035572754,0.706726896508902,-0.771878926462379,-0.737627061819363,-0.992281671313717,1.0795788138703,-0.22737923358066,1.09990336476273,-1.03562675850878,1.23238772066244,-2.56987747312446,-0.957989823243631,-0.939627955509701,0.608556319238578,0.331008997079651,0.0814323687044148,0.551988278985643,0.60004053364603,1.39493393583544,0.918095333680902,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,-0.460140370196756,1.27819364428968,1.2954949217306,143000
-1.16863167514296,0.510384065280094,0.27291844414722,1.36269476856484,-0.529471068243738,1.08532202294344,0.992398978065977,1.50443836561296,2.20098238024303,0.0862193529492059,1.79859732603631,1.61466111323277,-0.858725774457533,0.54724773166962,1.09990336476273,0.796491125180392,-0.756191470389888,0.266217931053347,0.455390158585107,0.656864478793452,1.06403731817638,0.331008997079651,0.860960404667271,1.27024653518372,0.90816262675853,0.658221042999606,-0.60285828664507,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,1,1,0,0.201765799726349,1.27819364428968,1.2954949217306,307000
0.636818336793511,-0.0203104340262089,0.367064558407096,0.647022579028896,0.826996354563375,0.046780231222094,-0.539115944913631,1.61069167037749,1.00463968525966,-0.120326674198196,0.148626628768406,-0.0894317759975058,1.24810594554319,1.47120037696815,1.09990336476273,0.796491125180392,1.23238772066244,0.266217931053347,0.455390158585107,2.25335691309661,-0.219590951557423,0.331008997079651,0.101420267062437,1.23834709993829,0.532091332688754,1.76329038225336,0.918095333680902,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,-0.263700639543642,-0.40285114561636,-0.458390458576649,2e+05
0.333670027907212,-1.30913993234152,-0.979414431443886,0.647022579028896,-0.529471068243738,-1.36027638981973,-1.63989229580522,-0.686528035572754,-1.01037673629076,0.679428811526552,-0.293075371363762,-0.336191393688432,1.16631025415973,0.733904831729928,-0.821471812821001,0.796491125180392,-0.756191470389888,-1.15182977103556,1.16208014949948,2.25335691309661,-1.95870022022902,0.331008997079651,0.021468673630349,0.86464202698018,-1.08896500342455,-0.815204742672058,0.157618523517916,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,0.588109868078089,-1.42471912578185,-1.39437198337116,129900
0.333670027907212,-1.38495343224242,-0.568709906149123,-0.784321800042986,0.826996354563375,-1.09226560485938,-1.63989229580522,-0.686528035572754,0.985873525338355,-0.353347193039099,-0.181937448749862,-0.176523405770774,-0.858725774457533,-0.892345152545508,1.09990336476273,-1.03562675850878,-0.756191470389888,-1.15182977103556,-0.957989823243631,2.25335691309661,-1.62744131191062,-1.01845366000904,-1.29273564340959,-0.904277262305097,-0.297363467425215,-1.92027408192581,0.157618523517916,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1,0,-0.536488310926974,-0.37982313479573,-0.34031278929488,118000
